Brand Name,Name of the Product,Price,Return/Exchange,Expected Delivery,Availability,Product URL
Whirlpool,Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,240",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://aax-eu.amazon.in/x/c/RF-t5PZPDTw-9WNZpayqrs8AAAGO5qr68wMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICB_2LVG/https://www.amazon.in/Whirlpool-7-5-SW-ROYAL-PLUS/dp/B0CMZKV2H1/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=washing+machine+fully+automatic&dib=eyJ2IjoiMSJ9.hjLeHmXPC-mp_sIyBKeBvQ.HdhNoWWd3n0oJJHlTOa6ItJF-QlWHcy75MyK3S7AvNg&dib_tag=se&keywords=washing+machine+fully+automatic&pd_rd_i=B0CMZKV2H1&pd_rd_r=08b434b4-0523-4ac2-9f1f-cd50d8a153d6&pd_rd_w=aPorP&pd_rd_wg=pdqQG&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=HRMJPT87K2CR9CN74G27&qid=1713266947&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-17-ad43fbe4-6f9c-4603-ab45-acb189caa93f
LG,"LG 7 Kg 5 Star Inverter TurboDrum Fully Automatic Top Loading Washing Machine (T70SKSF1Z, Waterfall Circulation, Smart Motion, Middle Free Silver)","₹17,490",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfYXRmX25leHQ6MjAxMjY4ODg4MzczOTg6OjA6Og&url=%2FLG-Inverter-Fully-Automatic-Loading-T70SKSF1Z%2Fdp%2FB08DF1Y7T7%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.hxPQXfYCUOdxyfBsV8yqST0vx9zAJErqxjdvpKAeD3_GjHj071QN20LucGBJIEps.6hScDCJPEncNFKVt4xJhVwzI7MPEzGzh9aQzUzxpxyg%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
LG,"LG 8 Kg 5 Star Inverter Direct Drive Touch Panel Fully Automatic Front Load Washing Machine (FHM1408BDM, Steam for Hygiene, In-Built Heater, 6 Motion DD, Middle Black)","₹34,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfYXRmX25leHQ6MjAxMjY4ODg4Mzc1OTg6OjA6Og&url=%2FLG-Inverter-Fully-Automatic-Washing-FHM1408BDM%2Fdp%2FB0BMGGWGHV%2Fref%3Dsr_1_34_sspa%3Fdib%3DeyJ2IjoiMSJ9.hxPQXfYCUOdxyfBsV8yqST0vx9zAJErqxjdvpKAeD3_GjHj071QN20LucGBJIEps.6hScDCJPEncNFKVt4xJhVwzI7MPEzGzh9aQzUzxpxyg%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
LG,"LG 9 Kg 5 Star Wi-Fi Inverter AI Direct Drive Fully-Automatic Front Load Washing Machine with In-Built Heater (FHP1209Z5M, 6 Motion DD & Steam for Hygiene Wash, Middle Black)","₹41,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/LG-Inverter-Fully-Automatic-Washing-FHP1209Z5M/dp/B0C3LHV43S/ref=sr_1_35?dib=eyJ2IjoiMSJ9.hxPQXfYCUOdxyfBsV8yqST0vx9zAJErqxjdvpKAeD3_GjHj071QN20LucGBJIEps.6hScDCJPEncNFKVt4xJhVwzI7MPEzGzh9aQzUzxpxyg&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-35
Samsung,"Samsung 8 kg, 5 star, Eco Bubble Technology, AI Control, Wi-Fi, Fully-Automatic Front Load Washing Machine (WW80T504DAX1TL, Hygiene Steam, Inox, Awarded as Washing Machine Brand of the year)","₹37,690",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm
Only 1 left in stock.",Available,https://www.amazon.in/Samsung-Technology-Control-Fully-Automatic-WW80T504DAX1TL/dp/B0CPJG92ZS/ref=sr_1_36?dib=eyJ2IjoiMSJ9.hxPQXfYCUOdxyfBsV8yqST0vx9zAJErqxjdvpKAeD3_GjHj071QN20LucGBJIEps.6hScDCJPEncNFKVt4xJhVwzI7MPEzGzh9aQzUzxpxyg&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-36
IFB,"IFB 8.0 Kg Fully-Automatic Top Loading Washing Machine (TL-R3SG 8.0 KG Aqua, Sparkle Grey, Hard Water Wash, 4 Years Comprehensive Warranty)","₹24,150",-,Currently unavailable.,Available,https://www.amazon.in/IFB-Fully-Automatic-TL-R3SG-Comprehensive-Warranty/dp/B0BPC4MR2H/ref=sr_1_37?dib=eyJ2IjoiMSJ9.hxPQXfYCUOdxyfBsV8yqST0vx9zAJErqxjdvpKAeD3_GjHj071QN20LucGBJIEps.6hScDCJPEncNFKVt4xJhVwzI7MPEzGzh9aQzUzxpxyg&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-37
Bosch,"Bosch 7 Kg 5 Star Fully-Automatic Front Loading Washing Machine (WAJ2416WIn, White, AI Active Water Plus, In-Built Heater)",N/A,-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Not Available,https://www.amazon.in/Bosch-Inverter-Control-Automatic-WAJ2416WIN/dp/B08SR52BSM/ref=sr_1_33?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-33
IFB,"IFB 8 Kg 5 Star AI Powered Fully Automatic Front Load Washing Machine, 2X Power Steam (SENATOR NEO MXS 8012, 2023 Model, Mocha, In-built Heater, 4 years Comprehensive Warranty)","₹35,990",-,"FREE delivery as soon as Sat, 20 Apr, 7 am - 3 pm
Only 1 left in stock.",Available,https://www.amazon.in/IFB-SENATOR-NEO-MXS-8012/dp/B0C6XBWNZY/ref=sr_1_34?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-34
Samsung,"Samsung 8 Kg '5 star Ecobubble™ Wi-Fi Inverter Fully Automatic Top Load Washing Machine (WA80BG4582BDTL,Rose Brown), Bubble Storm technology","₹25,700",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-EcobubbleTM-Automatic-WA80BG4582BDTL-technology/dp/B0BGL59LZP/ref=sr_1_35?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-35
IFB,"IFB 8 Kg 5 Star AI Powered Fully Automatic Front Load Washing Machine, 2X Power Steam (SENATOR NEO SXS 8012, 2023 Model, Silver, In-built Heater, 4 years Comprehensive Warranty","₹33,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/IFB-SENATOR-NEO-SXS-8012/dp/B0BPC6PLJL/ref=sr_1_36?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-36
Voltas,"Voltas Beko, A Tata Product 6.5 Kg 5 Star Fully Automatic Front Loading Washing Machine (2023 Model, WFL6512B7CUSKA/WXV, White, In-Built Heater)","₹21,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Voltas-Beko-Automatic-WFL6512B7CUSKA-WXV/dp/B0CKZJVMFG/ref=sr_1_37?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-37
Whirlpool,Whirlpool 7.5 Kg 5 Star StainWash Royal Plus Fully Automatic Top Load Washing Machine (SW ROYAL PLUS 7.5 (H) GREY 10YMW with In-Built Heater),"₹18,240",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfbXRmOjMwMDEyNTc4MzA4MzMzMjo6MDo6&url=%2FWhirlpool-7-5-SW-ROYAL-PLUS%2Fdp%2FB0CMZKV2H1%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
IFB,"IFB 7 Kg 5 Star AI Powered Fully Automatic Front Load Washing Machine 2X Power Steam (DIVA AQUA MXS 7010, 2023 Model, Mocha, In-built Heater, 4 years Comprehensive Warranty)","₹27,990",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfbXRmOjMwMDAxNDUyMjk2MDczMjo6MDo6&url=%2FIFB-DIVA-AQUA-MXS-7010%2Fdp%2FB0C8TX869X%2Fref%3Dsr_1_39_sspa%3Fdib%3DeyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-39-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
NU,"NU 6.5 Kg Fully Automatic Top Load Washing Machine with Soft Close Premium Toughened Glass Lid (WTL65PPG0, Inox Grey)","₹12,490",-,"FREE delivery Sat, 20 Apr
Only 2 left in stock.",Available,https://www.amazon.in/NU-Automatic-Washing-Toughened-WTL65PPG0/dp/B0BQ7BYN7P/ref=sr_1_40?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-40
Voltas,Voltas Beko 6.0 kg Fully Automatic Top Loading Washing Machine (Grey) WTL60UPG,"₹16,890",-,"FREE delivery Tomorrow, 17 Apr",Available,https://www.amazon.in/Voltas-Beko-Automatic-Loading-WTL60UPG/dp/B08NF2WMKN/ref=sr_1_41_mod_primary_new?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-41
Samsung,"Samsung 7 Kg Inverter Ecobubble 5 Star Fully Automatic Top Load Washing Machine (WA70BG4441BYTL,Lavender Gray)","₹17,900",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Samsung-Inverter-Ecobubble-Automatic-WA70BG4441BYTL/dp/B0BG2T3CWQ/ref=sr_1_42?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-42
Haier,"Haier 7.5 Kg 5 Star In-built Heater Fully Automatic Top Load Washing Machine (HWM75-H826S6, Oceanus Wave Drum, 2023 Model, Starry Silver)","₹20,440",-,"FREE delivery Fri, 19 Apr
Or fastest delivery Thu, 18 Apr",Available,https://www.amazon.in/Haier-Automatic-Washing-Machine-HWM75-H826S6/dp/B0BCF7J6HK/ref=sr_1_43?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-43
Rivalwilla,Rivalwilla Washing-Machine-Portable-Mini-Foldable-Washer-and-Spin-Dryer-Small-Foldable-Bucket-Washer-for-Camping-RV-Travel-Small-Spaces-Lightweight-and-Easy-to-Carry,"₹1,999 ",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/Rivalwilla-Washing-Machine-Portable-Mini-Foldable-Washer-and-Spin-Dryer-Small-Foldable-Bucket-Washer-for-Camping-RV-Travel-Small-Spaces-Lightweight-and-Easy-to-Carry/dp/B0CWD9F915/ref=sr_1_44?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-44
Samsung,"Samsung 7 kg, 5 Star, AI Control, Wi-Fi, Digital Inverter, Motor, Fully-Automatic Front Load Washing Machine (WW70T502NAN1TL, Hygiene Steam, Inox, Awarded as Washing Machine Brand of the year)","₹32,490",-,"FREE delivery Tomorrow, 17 Apr",Available,https://www.amazon.in/Samsung-Control-Fully-Automatic-WW70T502NAN1TL-Inverter/dp/B09KGYCR7Z/ref=sr_1_45?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-45
Samsung,"Samsung 7 Kg 5 Star Inverter Fully Automatic Top Loading Washing Machine (WA70BG4545BDTL Versailles Gray, Ecobubble)","₹20,690",-,"FREE delivery Fri, 19 Apr
Or fastest delivery Thu, 18 Apr",Available,https://www.amazon.in/Samsung-Automatic-Washing-Wa70Bg4545Bdtl-Versailles/dp/B0BGL7LKYB/ref=sr_1_46?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-46
AGAGIC,AGAGIC Washing-Machine-Portable-Mini-Foldable-Washer-and-Spin-Dryer-Small-Foldable-Bucket-Washer-for-Camping-RV-Travel-Small-Spaces-Lightweight-and-Easy-to-Carry (0.8 KG),"₹1,799 ",-,"FREE delivery as soon as Thu, 18 Apr, 7 am - 3 pm",Available,https://www.amazon.in/AGEGIC-08897-AGAGIC-Washing-Machine-Portable-Mini-Foldable-Washer-and-Spin-Dryer-Small-Foldable-Bucket-Washer-for-Camping-RV-Travel-Small-Spaces-Lightweight-and-Easy-to-Carry-0-8/dp/B0CWR421Q5/ref=sr_1_47?dib=eyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I&dib_tag=se&keywords=washing+machine+fully+automatic&qid=1713266953&sr=8-47
Haier,"Haier 6 Kg Fully Automatic Washing Machine Appliance with Oceanus Wave Drum, Magic Filter, Balance clean Pulsator, 8 Wash Program (HWM60-AE, Titanium)","₹12,690",-,"FREE delivery as soon as Fri, 19 Apr, 7 am - 3 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfYnRmOjMwMDExOTA4Mjc2ODkzMjo6MDo6&url=%2FHaier-Automatic-Pulsator-HWM60-AE-Titanium%2Fdp%2FB0CC8P3J3L%2Fref%3Dsr_1_48_sspa%3Fdib%3DeyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-48-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Samsung,"Samsung 7 kg, Eco Bubble Techn, Digital Inverter Motor, Soft Closing Door, Fully-Automatic Top Load Washing Machine (WA70BG4441YYTL, Lavender Gray, Awarded as Washing Machine Brand of the year)","₹17,990",-,"FREE delivery by Thu, 18 Apr, 7:00 am - 3:00 pm",Available,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTE3ODMzMzM3MTY4MTA2OjE3MTMyNjY5NTM6c3BfYnRmOjMwMDE0MTQ5NTcwNTAzMjo6MDo6&url=%2FSamsung-Inverter-Fully-Automatic-WA70BG4441YYTL-Technology%2Fdp%2FB0B8NHX62W%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.xOPLl9Q2kXicmPpwAauo-f7Hgnkm2B8BQovCbQSY0yoj3WmASwNvM2AItlT1QXKXLfYx_CjTqXdofLcWcxFu4ZyxDmy5CBUcVRqPh_qaMHhs3ea98N507Fy9ul6rzT6GkOGqt48o4MCAwb2dD43dpT1jwaUhvQjrhDG-wmtBDKT_cst4o-KD2rLc7MbQo4HD.Y0JH92Vb0bHFvK7xz2yJfXVjhvw8QuZ3_gn7VCZ2t7I%26dib_tag%3Dse%26keywords%3Dwashing%2Bmachine%2Bfully%2Bautomatic%26qid%3D1713266953%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
SHARP,"SHARP 7.5 kg Fully Automatic Top Load Washing Machine with Toughened Glass (EST75NGY/2023, Inox Grey, Hot & Cold Water Dual Inlet, Add Laundry)","₹17,990",-,-,Available,https://aax-eu.amazon.in/x/c/RDv3tp5j8qUB0pNI-PN28sUAAAGO5qsRMAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBwOWoB/https://www.amazon.in/SHARP-Automatic-Washing-Machine-EST75NGY/dp/B0BW8ZPSS1/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3%3Aamzn1.sym.b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&cv_ct_cx=washing+machine+fully+automatic&dib=eyJ2IjoiMSJ9.vp4o_Z2DLtRNi5bEuY__HA.ww_pGyl8rLCCFg9SlZm2xQXX0UvzNH_31e75PPPuM0s&dib_tag=se&keywords=washing+machine+fully+automatic&pd_rd_i=B0BW8ZPSS1&pd_rd_r=2cb0c6bd-127f-40bd-8c1a-b8432a2a1d33&pd_rd_w=FqiY5&pd_rd_wg=lyJ8O&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=913AZXW8QMYA5PX1WTM0&qid=1713266953&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-33-ad43fbe4-6f9c-4603-ab45-acb189caa93f
